# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "/scratch_tmp/grp/msc_appbio/group1/ref_gen/raw_refgen/GCF_000146045.2/genomic.gtf" "-g" "db_xref" "-o" "/scratch_tmp/grp/msc_appbio/group1/outputs/readCounts/readCounts2.txt" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam
GenBank:NM_001183497.1	NC_001147.6	472725	473369	+	645	4428	4493	3924	5078
GenBank:NM_001183498.1	NC_001147.6	473475	474416	-	942	1722	1850	1374	1912
GenBank:NM_001183499.1	NC_001147.6	474594	476792	+	2199	1846	1814	1480	1924
GenBank:NM_001183500.1	NC_001147.6	476939	479188	-	2250	3375	3946	3657	3039
GenBank:NM_001183502.1	NC_001147.6	479533	480420	+	888	1620	1807	1781	1205
GenBank:NM_001183503.1	NC_001147.6	480587	481750	+	1164	8375	9179	11834	12087
GenBank:NM_001183504.1	NC_001147.6	482033	483085	+	1053	5192	5700	4943	6214
GenBank:NM_001183505.1	NC_001147.6	483219	486779	-	3561	11427	11403	14220	12952
GeneID:854254	NC_001147.6	487439	487512	+	74	4	1	4	1
GenBank:NM_001183506.1	NC_001147.6	487707	489734	+	2028	3495	3473	3740	4296
GenBank:NM_001183508.1	NC_001147.6	490196	490828	-	633	13396	13319	10916	12721
GenBank:NM_001183509.1	NC_001147.6	491123	492841	-	1719	5874	6237	6434	6732
GenBank:NM_001183510.1	NC_001147.6	493433	494470	+	1038	4797	4868	4644	4482
GenBank:NM_001183511.1	NC_001147.6	495127	496968	+	1842	3641	5151	2199	2801
GenBank:NM_001183512.1	NC_001147.6	497506	502452	-	4947	4079	4403	4091	5648
GenBank:NM_001183513.1	NC_001147.6	502795	503346	+	552	3012	2625	2987	4305
GenBank:NM_001183514.1	NC_001147.6	503552	504328	-	777	7081	7544	10281	20878
GenBank:NM_001183515.1	NC_001147.6;NC_001147.6	505794;506339	505937;506767	+;+	573	41672	41001	40772	90946
GenBank:NM_001183516.1	NC_001147.6	506978	507505	-	528	4037	3865	2846	2902
GenBank:NM_001183517.1	NC_001147.6	507948	511178	-	3231	8105	9146	8054	6653
GenBank:NM_001183518.1	NC_001147.6	511825	513006	+	1182	17954	18987	15845	15622
GenBank:NM_001183519.1	NC_001147.6	513295	514278	-	984	10934	9991	13169	13863
GenBank:NM_001183520.1	NC_001147.6	515244	516173	+	930	6896	6492	5287	4925
GenBank:NM_001183522.1	NC_001147.6	516449	516841	-	393	4678	3999	3345	5698
GenBank:NM_001183523.1	NC_001147.6	517642	518490	+	849	2401	2544	1667	1800
GenBank:NM_001270761.1	NC_001147.6	518195	518521	+	327	80	105	67	74
GenBank:NM_001183525.1	NC_001147.6	519121	519972	+	852	3684	3470	2848	2665
GenBank:NM_001183526.3	NC_001147.6	521353	522282	+	930	4110	5033	4076	4172
GenBank:NM_001183527.1	NC_001147.6	523027	524841	+	1815	2246	2850	2567	2842
GenBank:NM_001183528.3	NC_001147.6	525278	528601	+	3324	5879	6691	6256	5742
GenBank:NM_001183529.1	NC_001147.6	528941	530248	+	1308	3609	4004	3381	3761
GenBank:NM_001183530.3	NC_001147.6	530429	531127	+	699	2184	2141	2116	2171
GenBank:NM_001183531.1	NC_001147.6	531508	533793	+	2286	3858	4068	3839	3081
GenBank:NM_001183532.3	NC_001147.6	534075	536819	+	2745	8023	7883	9049	5803
GenBank:NM_001183533.1	NC_001147.6	537570	538454	+	885	2856	2858	2227	1950
GenBank:NM_001183534.3	NC_001147.6	538659	539465	-	807	6262	5764	4648	9646
GenBank:NM_001183535.1	NC_001147.6	539763	544145	-	4383	9494	9950	8264	6775
GenBank:NM_001183536.3	NC_001147.6	545029	546333	+	1305	31635	30109	32077	29629
GenBank:NM_001183537.1	NC_001147.6	546857	548560	+	1704	10508	10126	11178	10433
GenBank:NM_001183538.3	NC_001147.6	548792	550246	-	1455	4328	4770	3673	3365
GenBank:NM_001183539.1	NC_001147.6	551114	552052	+	939	26133	26533	18261	14563
GenBank:NM_001183541.3	NC_001147.6;NC_001147.6	552298;552875	552665;552887	-;-	381	27858	25832	26696	32564
GenBank:NM_001183542.1	NC_001147.6	553176	554570	-	1395	10122	10906	9258	8039
GenBank:NM_001183543.3	NC_001147.6	554824	558642	-	3819	9920	10244	10270	10929
GenBank:NM_001183544.1	NC_001147.6	559030	559731	-	702	5492	4884	5371	5977
GenBank:NM_001183545.3	NC_001147.6	559961	560677	-	717	3363	3463	3387	3565
GenBank:NM_001183546.1	NC_001147.6	561170	564193	+	3024	4223	4664	3742	3260
GenBank:NM_001183547.3	NC_001147.6	564476	566191	-	1716	7360	7268	8466	8287
GenBank:NM_001183548.1	NC_001147.6	566877	569558	-	2682	2643	2915	2395	1708
GenBank:NM_001183549.4	NC_001147.6	569929	570807	-	879	2694	2477	2124	3270
GeneID:854298	NC_001147.6	571958	572029	+	72	94	88	65	131
GenBank:NM_001183550.1	NC_001147.6	572182	572838	-	657	4346	4173	3349	5543
GenBank:NM_001183551.3	NC_001147.6	573175	574830	+	1656	6622	6810	6673	5561
GenBank:NM_001183552.1	NC_001147.6	575098	577626	+	2529	19975	21611	20746	19646
GenBank:NM_001183553.3	NC_001147.6	578564	579793	+	1230	8360	11005	4780	5250
GenBank:NM_001183555.1	NC_001147.6	580250	581359	+	1110	11030	13611	17820	28623
GenBank:NM_001183556.3	NC_001147.6	581813	583681	-	1869	3159	3428	3085	3074
GenBank:NM_001183557.1	NC_001147.6	584309	586324	-	2016	10250	11496	10468	8706
GenBank:NM_001183559.4	NC_001147.6	586981	589281	+	2301	4409	4730	4786	3573
GenBank:NM_001183560.1	NC_001147.6	589942	592587	-	2646	8578	8721	9286	6823
GenBank:NM_001183561.3	NC_001147.6	593057	594046	+	990	19738	21513	24319	34633
GeneID:854311	NC_001147.6	594354	594425	-	72	8	5	9	9
GenBank:NM_001184386.2	NC_001147.6	595112	600380	+	5269	56	84	50	67
GenBank:NM_001184385.3	NC_001147.6	595112	596434	+	1323	0	0	0	0
GenBank:NM_001183562.1	NC_001147.6	601383	602342	-	960	1778	1689	1371	2338
GenBank:NM_001183563.3	NC_001147.6	602717	605092	-	2376	2020	2122	1951	2411
GenBank:NM_001183564.1	NC_001147.6	605347	606171	-	825	10058	11256	8359	8666
GenBank:NM_001183566.3	NC_001147.6	606607	608475	+	1869	6509	6656	6300	8955
GenBank:NM_001183567.1	NC_001147.6	608640	609197	-	558	7879	6716	6691	8595
GenBank:NM_001183568.4	NC_001147.6	609838	611388	-	1551	2979	3086	2660	2834
GenBank:NM_001183569.1	NC_001147.6	611999	612490	+	492	6098	6033	6138	9562
GenBank:NM_001183570.3	NC_001147.6	612997	616671	-	3675	16212	17826	18796	18363
GenBank:NM_001183571.1	NC_001147.6	617518	618288	-	771	4482	3829	3664	3374
GenBank:NM_001183572.3	NC_001147.6	619840	624375	+	4536	7518	8200	5181	4452
GenBank:NM_001183573.1	NC_001147.6	624729	626492	+	1764	5158	5084	4222	4550
GenBank:NM_001183574.3	NC_001147.6	626628	627980	-	1353	4772	5121	4567	4571
GenBank:NM_001183575.1	NC_001147.6	628360	630540	-	2181	3393	3614	3411	2830
GenBank:NM_001183576.3	NC_001147.6	630966	631751	-	786	18689	18509	20345	19163
GenBank:NM_001183577.1	NC_001147.6	632164	633120	+	957	6084	6302	5719	6934
GenBank:NM_001183578.3	NC_001147.6	633282	633566	-	285	4387	4019	3758	5658
GenBank:NM_001183579.1	NC_001147.6	633839	636757	+	2919	3464	3513	3292	3131
GenBank:NM_001183580.3	NC_001147.6	636939	638558	-	1620	12917	11244	13307	9176
GenBank:NM_001184625.1	NC_001147.6	639121	639267	-	147	117	107	102	105
GenBank:NM_001183581.3	NC_001147.6	639560	641992	-	2433	9665	9427	10325	7285
GenBank:NM_001183582.1	NC_001147.6	642741	643307	+	567	5996	6355	6394	7018
GenBank:NM_001183583.3	NC_001147.6	643394	644332	-	939	5025	4955	5175	5484
GenBank:NM_001183584.1	NC_001147.6	644566	646896	+	2331	9684	9946	9221	8309
GenBank:NM_001183585.3	NC_001147.6	647126	648502	-	1377	3365	3091	3115	3793
GenBank:NM_001183586.1	NC_001147.6	648804	649007	-	204	24660	27175	24463	47197
GenBank:NM_001183587.3	NC_001147.6	649303	651732	+	2430	11949	12523	11837	13977
GenBank:NM_001183590.1	NC_001147.6	652010	653884	-	1875	6959	7609	6098	5567
GenBank:NM_001183591.3	NC_001147.6	654210	656570	+	2361	3389	3901	3460	3102
GenBank:NM_001183592.1	NC_001147.6	657264	658325	+	1062	32409	28851	32424	22129
GenBank:NM_001183593.3	NC_001147.6	658747	659601	+	855	4073	4311	3079	3526
GenBank:NM_001183594.1	NC_001147.6	659815	661674	-	1860	16198	15166	11486	10663
GenBank:NM_001183595.3	NC_001147.6	662401	663582	+	1182	7223	8136	6535	6207
GeneID:854348	NC_001147.6	663812	663885	-	74	84	62	79	106
GenBank:NM_001183596.1	NC_001147.6	665785	667179	-	1395	1919	1963	1609	1420
GenBank:NM_001183597.3	NC_001147.6	667860	670241	-	2382	17010	19422	8607	7537
GenBank:NM_001183598.1	NC_001147.6	671845	672411	-	567	1631	1503	2060	2347
GenBank:NM_001183599.3	NC_001147.6	674352	675167	-	816	6822	5085	5675	6357
GenBank:NM_001183600.1	NC_001147.6	675939	677840	+	1902	4696	4927	4906	3131
GenBank:NM_001183601.3	NC_001147.6;NC_001147.6	678191;678791	678379;678793	-;-	192	27169	25561	27502	40920
GenBank:NM_001183602.1	NC_001147.6	678872	679261	+	390	76	61	118	77
GenBank:NM_001183603.3	NC_001147.6	679357	680544	+	1188	10848	10435	13586	14137
GenBank:NR_132260.1	NC_001147.6	680685	680866	-	182	135	141	112	195
GenBank:NM_001183604.1	NC_001147.6	681444	682106	-	663	11892	10490	12877	10230
GenBank:NM_001183605.3	NC_001147.6	683111	683545	+	435	2334	1915	4426	4164
GenBank:NM_001183606.1	NC_001147.6	684030	685343	+	1314	21888	25905	22687	39026
GenBank:NM_001183607.3	NC_001147.6	685767	689180	+	3414	3730	4057	3510	2648
GenBank:NM_001183608.1	NC_001147.6	689624	689974	+	351	4032	4151	3498	4426
GenBank:NM_001183609.3	NC_001147.6	690695	692032	+	1338	1851	2196	1904	1780
GenBank:NM_001183610.1	NC_001147.6	692475	697334	+	4860	6622	7117	7230	5905
GenBank:NM_001183611.3	NC_001147.6	698768	700567	-	1800	1497	1699	1083	927
GenBank:NM_001184668.1	NC_001147.6	703988	704224	-	237	214	201	167	266
GenBank:NM_001184388.4	NC_001147.6	704419	709732	-	5314	484	720	321	365
GenBank:NM_001184387.1	NC_001147.6	708416	709732	-	1317	0	0	0	0
GeneID:854367	NC_001147.6	710201	710272	+	72	25	30	5	0
GenBank:NM_001183612.3	NC_001147.6	710446	711576	+	1131	4171	4481	3363	3502
GenBank:NM_001183613.1	NC_001147.6	711683	712543	-	861	7559	8377	7275	8404
GenBank:NM_001183614.3	NC_001147.6	712866	715331	+	2466	4940	5045	5434	7774
GenBank:NM_001183615.1	NC_001147.6	715593	716837	-	1245	7136	8197	6142	7147
GenBank:NM_001183616.3	NC_001147.6	717086	718384	+	1299	9267	11299	9097	13106
GenBank:NM_001183617.1	NC_001147.6	718653	720065	-	1413	7909	10172	7113	8638
GenBank:NM_001183620.3	NC_001147.6	720470	721708	-	1239	4575	5026	4300	5570
GenBank:NM_001183621.1	NC_001147.6	721946	722608	+	663	3861	4521	3400	3452
GenBank:NM_001183623.3	NC_001147.6	722911	724725	+	1815	9449	12758	9918	11803
GenBank:NM_001183624.1	NC_001147.6	725564	727234	-	1671	2839	2956	2661	3093
GenBank:NM_001183625.3	NC_001147.6	727512	729644	+	2133	5465	6062	5604	7973
GenBank:NM_001183626.1	NC_001147.6	730008	733457	-	3450	7751	8095	6430	6162
GenBank:NM_001183627.3	NC_001147.6	733925	736177	+	2253	3833	4638	3768	3719
GenBank:NM_001183628.1	NC_001147.6	736437	737726	-	1290	9938	10985	10624	12488
GenBank:NM_001183629.3	NC_001147.6	738320	738532	+	213	3965	3790	3291	6258
GenBank:NM_001183630.1	NC_001147.6	738924	741569	-	2646	6291	7314	6218	6681
GenBank:NM_001183631.3	NC_001147.6	742910	744181	+	1272	7258	8464	6729	8526
GenBank:NM_001183632.1	NC_001147.6	744535	745281	-	747	3343	3581	2867	3092
GenBank:NM_001183633.3	NC_001147.6	745593	746303	-	711	308	248	209	387
GenBank:NM_001183634.1	NC_001147.6	746725	747282	-	558	31319	25753	37647	34822
GenBank:NM_001183635.3	NC_001147.6	747525	748979	-	1455	2731	2878	2553	2751
GenBank:NM_001183636.1	NC_001147.6	749301	751886	+	2586	8117	8163	7486	5560
GenBank:NM_001183638.3	NC_001147.6	752214	755009	-	2796	3721	4115	4010	4105
GenBank:NM_001183639.1	NC_001147.6	755328	756125	+	798	12156	11980	12486	10407
GenBank:NM_001183640.3	NC_001147.6	756476	757558	-	1083	4042	4658	4146	3493
GenBank:NM_001183641.1	NC_001147.6	758330	759253	+	924	2258	2975	1782	2821
GenBank:NR_132261.1	NC_001147.6	759326	759529	-	204	348	290	302	393
GenBank:NM_001183642.3	NC_001147.6	759782	760660	+	879	4891	4415	4167	3633
GenBank:NM_001183643.1	NC_001147.6	760825	761265	-	441	4723	5248	4943	7075
GenBank:NM_001183645.3	NC_001147.6	761614	762084	-	471	1107	1291	996	1252
GenBank:NM_001183646.1	NC_001147.6	762825	766565	+	3741	13684	14366	15803	13304
GenBank:NM_001183647.3	NC_001147.6	766869	767777	-	909	3873	3943	4051	3383
GenBank:NM_001183648.1	NC_001147.6	768409	769812	+	1404	3538	3671	3763	3171
GenBank:NM_001183649.3	NC_001147.6	770800	772113	+	1314	54794	53336	64307	55738
GenBank:NM_001183650.1	NC_001147.6	772601	774127	+	1527	3490	3867	3534	3423
GenBank:NM_001183651.3	NC_001147.6	774573	775259	+	687	15520	15916	13456	22142
GenBank:NM_001183652.1	NC_001147.6	775846	778248	+	2403	2901	3481	3029	2576
GenBank:NM_001183653.3	NC_001147.6;NC_001147.6	778555;779387	778859;779405	-;-	324	23160	23979	22975	41532
GenBank:NM_001348879.1	NC_001147.6	779870	780184	+	315	9	23	26	16
GenBank:NR_132262.1	NC_001147.6	780107	780596	+	490	2299	2515	1964	2371
GenBank:NM_001183655.1	NC_001147.6	780906	781541	+	636	2533	2656	2373	2385
GenBank:NM_001183656.3	NC_001147.6	781994	783298	+	1305	2324	1733	840	857
GenBank:NM_001183657.1	NC_001147.6	783677	784588	+	912	2265	2408	2087	2399
GenBank:NM_001183658.6	NC_001147.6	784857	786744	+	1888	6426	7756	6573	6855
GenBank:NM_001183660.1	NC_001147.6	786995	788641	+	1647	4512	4836	3881	5242
GenBank:NM_001183661.3	NC_001147.6	788742	789857	-	1116	698	641	492	658
GenBank:NM_001183662.1	NC_001147.6	790211	792241	-	2031	5135	6026	4103	5204
GenBank:NM_001183663.3	NC_001147.6	792531	793868	+	1338	6637	6578	6575	6006
GenBank:NM_001183664.1	NC_001147.6	794076	795332	-	1257	8867	7582	7387	6383
GenBank:NM_001183665.3	NC_001147.6	795801	796793	-	993	6510	6810	5792	7219
GenBank:NM_001183666.1	NC_001147.6	797676	798308	+	633	5889	7905	12652	12835
GenBank:NM_001183668.3	NC_001147.6	798674	800731	-	2058	3358	3511	3083	3498
GenBank:NM_001183669.1	NC_001147.6	800970	802307	-	1338	3576	4059	2783	2509
GenBank:NM_001183670.3	NC_001147.6	802550	803464	-	915	9881	9405	11213	9808
GenBank:NM_001183671.1	NC_001147.6	803667	804203	+	537	3565	3750	3084	3408
GenBank:NM_001183672.3	NC_001147.6	804377	804907	+	531	4604	3858	4746	9504
GenBank:NM_001183673.1	NC_001147.6	805032	807023	-	1992	9275	9998	7499	10577
GenBank:NM_001183674.3	NC_001147.6	807271	808107	+	837	505	423	293	330
GenBank:NM_001183675.2	NC_001147.6	808254	810683	-	2430	9946	9421	10022	8629
GenBank:NM_001183676.3	NC_001147.6	811008	811493	+	486	8107	8194	7072	6424
GenBank:NM_001183677.1	NC_001147.6	811671	812324	+	654	4130	3031	2877	3244
GenBank:NM_001183678.3	NC_001147.6	812395	813708	-	1314	28978	32248	30410	30236
GenBank:NM_001183679.1	NC_001147.6	813984	815720	+	1737	8375	9479	9774	10486
GenBank:NM_001183680.3	NC_001147.6	815915	816931	-	1017	53001	41807	53550	56085
GenBank:NM_001183681.1	NC_001147.6	817292	818335	+	1044	6941	6539	5658	5304
GenBank:NM_001183683.3	NC_001147.6	818866	820158	+	1293	5377	6274	7845	11232
GenBank:NM_001183684.1	NC_001147.6	820454	820774	+	321	3281	2625	2704	2527
GenBank:NM_001183685.3	NC_001147.6	821023	822294	+	1272	3608	3780	2867	4149
GenBank:NM_001183686.1	NC_001147.6	822588	824867	-	2280	6661	8452	7120	5973
GenBank:NM_001183687.3	NC_001147.6	825534	825932	-	399	198	224	96	70
GenBank:NM_001183688.1	NC_001147.6	826385	827869	+	1485	1108	1136	1170	1446
GenBank:NM_001183689.3	NC_001147.6	828052	830574	-	2523	14440	14800	16734	17030
GenBank:NM_001183690.1	NC_001147.6	831059	832042	-	984	5216	5700	5984	7597
GenBank:NR_132263.1	NC_001147.6	832332	832521	+	190	279	266	181	257
GenBank:NM_001183691.3	NC_001147.6	832813	834195	+	1383	4102	4335	3806	4645
GenBank:NM_001183692.1	NC_001147.6	834452	836431	-	1980	14047	15898	14228	12393
GenBank:NM_001183693.3	NC_001147.6	837674	838960	+	1287	4050	3942	3235	3565
GenBank:NM_001183694.1	NC_001147.6	839084	841069	-	1986	4786	5029	4643	4486
GenBank:NM_001183695.3	NC_001147.6	841333	841818	+	486	10090	9954	10004	16914
GenBank:NR_132264.1	NC_001147.6	841958	842182	-	225	2951	3023	2078	3345
GenBank:NR_132265.1	NC_001147.6	842403	842606	+	204	510	425	328	447
GenBank:NM_001183697.1	NC_001147.6	842817	843644	+	828	2186	2321	2331	3083
GenBank:NM_001183698.3	NC_001147.6	843698	844630	-	933	2616	2514	2064	2454
GenBank:NM_001183699.1	NC_001147.6	844992	845792	-	801	2445	2453	2293	3327
GenBank:NM_001183700.3	NC_001147.6	846269	847129	-	861	2849	3063	2720	3439
GenBank:NM_001183702.1	NC_001147.6	847453	848145	+	693	6181	5890	4530	5703
GenBank:NM_001183703.3	NC_001147.6	848478	849209	+	732	1630	1490	1697	1989
GenBank:NM_001183704.1	NC_001147.6	849635	850054	+	420	228105	183471	209892	258362
GenBank:NM_001183705.3	NC_001147.6	850280	850729	+	450	5568	6009	4709	6297
GenBank:NM_001183706.1	NC_001147.6	850937	851839	-	903	3103	3277	2449	3924
GenBank:NM_001183707.3	NC_001147.6	852121	853077	-	957	2493	3452	1857	3230
GenBank:NM_001183708.1	NC_001147.6	853357	854112	+	756	16620	13284	14800	15956
GeneID:854464	NC_001147.6	854187	854259	-	73	123	111	108	126
GenBank:NM_001183709.3	NC_001147.6	855147	860258	-	5112	11149	11828	11672	8022
GenBank:NM_001183710.1	NC_001147.6	861175	865593	+	4419	3719	3922	3982	3797
GenBank:NM_001183711.3	NC_001147.6	865653	866582	-	930	3308	3671	2687	2582
GenBank:NM_001183712.1	NC_001147.6;NC_001147.6	867098;867587	867149;867852	+;+	318	48302	43330	46069	113384
GenBank:NM_001184669.3	NC_001147.6	867998	868147	-	150	16	37	28	44
GenBank:NM_001183713.1	NC_001147.6	868340	868951	+	612	7049	7462	6223	5737
GenBank:NM_001183714.3	NC_001147.6	869208	869894	+	687	1646	1529	1385	1337
GenBank:NM_001183715.1	NC_001147.6	870202	874071	+	3870	2668	2925	3152	3265
GenBank:NM_001183716.4	NC_001147.6	874743	875321	-	579	2183	2168	1639	1829
GenBank:NM_001183717.1	NC_001147.6	875599	877038	+	1440	1533	1545	1507	1576
GenBank:NM_001184346.3	NC_001147.6	877230	877685	-	456	60579	59862	53982	52941
GenBank:NM_001183718.1	NC_001147.6	878435	880675	+	2241	2475	2943	3747	4515
GenBank:NM_001183720.3	NC_001147.6	880965	882272	+	1308	2494	2810	2113	2692
GenBank:NM_001183721.1	NC_001147.6	882765	882842	+	78	3551	4332	2190	2555
GenBank:NM_001183722.3	NC_001147.6	882899	884134	+	1236	62752	74896	41510	45545
GenBank:NM_001183724.1	NC_001147.6	884514	887876	+	3363	6312	6436	6395	6208
GenBank:NM_001183723.3	NC_001147.6	888520	888750	-	231	1629	1546	1665	2497
GenBank:NM_001183725.1	NC_001147.6	889022	889750	+	729	2082	2160	1629	2628
GenBank:NM_001183726.4	NC_001147.6	889867	891432	-	1566	6356	10250	4901	5456
GenBank:NM_001183727.1	NC_001147.6	892731	894092	-	1362	4984	5510	4681	4623
GenBank:NM_001183728.3	NC_001147.6	894624	896387	-	1764	1882	2154	2058	1739
GenBank:NM_001183730.1	NC_001147.6	896825	898360	-	1536	5184	7059	5950	9584
GenBank:NM_001183731.3	NC_001147.6	899056	899928	-	873	3903	4450	3516	4072
GenBank:NM_001183732.1	NC_001147.6;NC_001147.6	900250;901194	900767;901194	-;-	519	28035	30846	31732	55451
GenBank:NM_001183733.3	NC_001147.6	901858	902874	-	1017	225	245	337	914
GenBank:NM_001348880.1	NC_001147.6	903043	903372	+	330	16	34	41	89
GenBank:NM_001183735.1	NC_001147.6	904760	905800	+	1041	1712	1960	2087	2989
GenBank:NM_001183736.3	NC_001147.6	906236	907555	-	1320	14053	11659	14385	14970
GenBank:NM_001184577.1	NC_001147.6	907726	907935	-	210	62	61	109	100
GenBank:NM_001183737.3	NC_001147.6	909343	911445	+	2103	51664	50818	36595	39029
GenBank:NM_001183739.1	NC_001147.6	912822	913463	+	642	5096	4193	3572	3975
GenBank:NM_001183740.3	NC_001147.6	913619	915094	-	1476	6712	6287	5802	6647
GenBank:NM_001183741.1	NC_001147.6	916030	918291	+	2262	4986	5493	4307	3966
GenBank:NM_001183742.3	NC_001147.6	918606	921062	-	2457	6186	6948	6147	4680
GenBank:NM_001183743.1	NC_001147.6	921535	922905	-	1371	8080	9174	8770	8618
GenBank:NM_001183744.3	NC_001147.6	923232	925040	-	1809	5642	6031	4898	4854
GenBank:NM_001183746.1	NC_001147.6	925721	930445	+	4725	10566	12484	11044	12113
GenBank:NM_001183747.3	NC_001147.6	930734	931081	-	348	9020	9817	9322	9739
GenBank:NM_001183748.1	NC_001147.6	931803	936497	+	4695	19527	15195	31794	20905
GenBank:NM_001183749.3	NC_001147.6	936731	939349	-	2619	6661	7414	7162	6293
GenBank:NM_001183750.1	NC_001147.6	939621	943385	-	3765	5303	5776	4956	3897
GenBank:NM_001183752.3	NC_001147.6	943656	944357	+	702	19188	20014	18662	21492
GenBank:NM_001183754.1	NC_001147.6	944596	946008	+	1413	1770	1733	1289	1670
GenBank:NM_001183755.3	NC_001147.6	946233	949109	-	2877	12760	14537	12367	15362
GenBank:NM_001183756.1	NC_001147.6	949773	953870	+	4098	3827	4056	3551	3310
GenBank:NM_001183757.3	NC_001147.6	954344	956623	+	2280	1701	1966	1235	1537
GenBank:NM_001183758.1	NC_001147.6	956898	957989	+	1092	3858	4854	3035	3164
GenBank:NM_001183759.3	NC_001147.6	958362	958832	-	471	1508	1402	1230	1502
GenBank:NM_001183760.1	NC_001147.6	959202	960182	-	981	3211	3757	3440	4647
GenBank:NM_001183761.3	NC_001147.6	960987	965981	+	4995	9272	11736	9045	10358
GenBank:NM_001183762.1	NC_001147.6	966666	967625	-	960	4128	5114	5095	8020
GenBank:NM_001348881.1	NC_001147.6	968148	968474	-	327	240	288	231	244
GenBank:NM_001184390.4	NC_001147.6	970578	975891	+	5314	639	795	605	537
GenBank:NM_001184389.1	NC_001147.6	970578	971894	+	1317	0	0	0	0
GeneID:854524	NC_001147.6	976421	976493	+	73	34	14	23	30
GenBank:NM_001183764.3	NC_001147.6	977194	978069	-	876	7140	10727	4054	3987
GeneID:854526	NC_001147.6;NC_001147.6	980683;980752	980718;980787	+;+	72	13	5	15	41
GenBank:NM_001183766.1	NC_001147.6	981828	984785	+	2958	5409	5332	5296	4533
GenBank:NM_001183767.3	NC_001147.6	984942	986462	-	1521	5107	4877	4704	3460
GenBank:NM_001183768.1	NC_001147.6	986899	988782	-	1884	17488	16082	32452	37895
GenBank:NM_001183769.3	NC_001147.6	989789	992833	+	3045	3046	3286	2870	2653
GenBank:NM_001183770.1	NC_001147.6	992864	994855	-	1992	6190	6659	5610	5384
GenBank:NM_001183771.3	NC_001147.6	995018	996511	-	1494	417	456	449	351
GenBank:NM_001183772.1	NC_001147.6	997213	998244	+	1032	5329	5277	4791	3639
GenBank:NM_001183773.3	NC_001147.6	998453	1000828	-	2376	4638	4799	4738	4394
GenBank:NM_001183774.1	NC_001147.6	1001147	1003225	-	2079	6477	7284	6420	7623
GenBank:NM_001183775.3	NC_001147.6	1005137	1006705	+	1569	11959	13722	14043	14184
GenBank:NM_001183776.1	NC_001147.6	1007221	1009116	+	1896	19257	20481	15742	18346
GenBank:NM_001183777.3	NC_001147.6	1009224	1009712	-	489	3722	3528	2769	3722
GenBank:NM_001183778.1	NC_001147.6	1010161	1010889	+	729	2683	2744	2489	2179
GenBank:NM_001183779.3	NC_001147.6	1011189	1012760	+	1572	2129	2317	2100	2036
GenBank:NM_001183780.1	NC_001147.6	1013241	1014821	-	1581	3284	3977	3962	5394
GenBank:NM_001183781.3	NC_001147.6	1015361	1017652	-	2292	12937	13983	13874	17362
GenBank:NM_001183782.1	NC_001147.6	1017880	1018746	-	867	28141	28990	27696	29499
GenBank:NM_001183783.3	NC_001147.6	1020222	1023212	-	2991	6563	7211	6221	4940
GenBank:NM_001183785.1	NC_001147.6	1023461	1025572	-	2112	1549	1766	1559	1531
GenBank:NM_001183787.3	NC_001147.6	1026007	1026609	+	603	3142	2947	2923	3031
GenBank:NM_001183788.1	NC_001147.6	1026843	1028048	+	1206	2421	2225	1890	2677
GenBank:NM_001183789.3	NC_001147.6	1028194	1028625	-	432	73389	83816	75868	182960
GenBank:NM_001183790.1	NC_001147.6	1029183	1030994	-	1812	9667	11173	10928	12729
GenBank:NM_001183791.3	NC_001147.6	1031489	1034182	-	2694	3073	3632	3550	2443
GenBank:NM_001183792.1	NC_001147.6	1034807	1036471	-	1665	5416	5270	5402	4044
